COURSE_CODE	PREREQ_STRING	TOKENS	STATUS
PLSCI 3100	a minimum of one semester of introductory biology (either BIOG 1140, BIOG 1440, or BIOMG 1350) or one semester of organic chemistry (either CHEM 1570, CHEM 3530, or CHEM 3570); or permission of instructor.	LPAREN COURSE(Special requirement: a minimum of one semester of introductory biology) LPAREN COURSE(BIOG 1140) OR COURSE(BIOG 1440) OR COURSE(BIOMG 1350) RPAREN OR COURSE(Special requirement: one semester of organic chemistry) LPAREN COURSE(CHEM 1570) OR COURSE(CHEM 3530) OR COURSE(CHEM 3570) RPAREN AND RPAREN OR COURSE(Permission: permission of instructor)	OK (manually corrected)
PLSCI 3150	introductory course in biology or botany.	COURSE(Special requirement: introductory biology or botany course)	OK (manually corrected)
PLSCI 3210	PLSCI 1900 or PLSCI 2600.	COURSE(PLSCI 1900) OR COURSE(PLSCI 2600)	OK
PLSCI 3440	Recommended prerequisite: PLSCI 2250 or BIOMG 2800.	COURSE(PLSCI 2250) OR COURSE(BIOMG 2800)	OK
PLSCI 4030	BIOMG 2800 or PLSCI 2250 or other standard genetics course, plus a course in crops or horticulture.	COURSE(BIOMG 2800) OR COURSE(PLSCI 2250) OR COURSE(Special requirement: other standard genetics course)	OK
PLSCI 4070	one majors-level biology course or permission of instructors.	LPAREN COURSE(Special requirement: one majors-level biology course) RPAREN OR COURSE(Permission: permission of instructor)	OK
PLSCI 4080	Prerequisite or corequisite: PLSCI 4030 or equivalent.	COURSE(PLSCI 4030)	OK
PLSCI 4100	PLSCI 3420 or equivalent, plus PLSCI 3430 or equivalent.	COURSE(PLSCI 3420) AND COURSE(PLSCI 3430)	OK (manually corrected)
PLSCI 4220	PLSCI 2410, plus BIOMG 2800 or PLSCI 2250.	COURSE(PLSCI 2410) AND LPAREN COURSE(BIOMG 2800) OR COURSE(PLSCI 2250) RPAREN	OK (manually corrected)
PLSCI 4290	knowledge of the basics of remote sensing, calculus, physics, and programming skills, and some background in agro-ecosystems.	COURSE(Special requirement: knowledge of the basics of remote sensing) AND COURSE(Special requirement: calculus) AND COURSE(Special requirement: physics) AND COURSE(Special requirement: programming skills) AND COURSE(Special requirement: some background in agro-ecosystems)	OK
PLSCI 4300	two semesters of general biology.	COURSE(Special requirement: two semesters of general biology)	OK
PLSCI 4450	college-level statistics course and experience reading peer-reviewed journal articles.	COURSE(Special requirement: college-level statistics course) AND COURSE(Special requirement: experience reading peer-reviewed journal articles)	OK
PLSCI 4540	one year of college-level introductory biology.	COURSE(Special requirement: one year of college-level introductory biology)	OK
PLSCI 4620	PLSCI 3420, plus BIOMG 3300 or BIOMG 3310.	COURSE(PLSCI 3420) AND LPAREN COURSE(BIOMG 3300) OR COURSE(BIOMG 3310) RPAREN	OK (manually corrected)
PLSCI 4730	BIOEE 1610 or PLSCI 2430.	COURSE(BIOEE 1610) OR COURSE(PLSCI 2430)	OK
PLSCI 4980	previous enrollment in course to be taught or equivalent.	COURSE(Special requirement: previous enrollment in course to be taught)	OK
PLSCI 4990	GPA of at least 3.0.	COURSE(Special requirement: GPA of at least 3.0)	OK (manually corrected)
PLSCI 5290	knowledge of the basics of remote sensing, calculus, physics, and programming skills, and some background in agro-ecosystems.	COURSE(Special requirement: knowledge of the basics of remote sensing) AND COURSE(Special requirement: calculus) AND COURSE(Special requirement: physics) AND COURSE(Special requirement: programming skills) AND COURSE(Special requirement: some background in agro-ecosystems)	OK
PMA 3680	Recommended prerequisite: some experience with audio/video recording or editing.	COURSE(Special requirement: experience with audio/video recording or editing)	OK (manually corrected)
PMA 3800	PMA 2800 and audition.	COURSE(PMA 2800) AND COURSE(Special requirement: audition)	OK
POLSH 1132	POLSH 1131 or permission of instructor.	LPAREN COURSE(POLSH 1131) RPAREN OR COURSE(Permission: permission of instructor)	OK
PORT 2010	PORT 1220.	COURSE(PORT 1220)	OK
PSYCH 2750	Recommended prerequisite: introductory psychology or human development course.	COURSE(Special requirement: introductory psychology) OR COURSE(Special requirement: human development course)	OK
PSYCH 2830	Recommended prerequisite: HD 1150.	COURSE(HD 1150)	OK
PSYCH 3190	at least one of the following: HD 1130 , PSYCH 1101, or PSYCH 2650.	COURSE(HD 1130) OR COURSE(PSYCH 1101) OR COURSE(PSYCH 2650)	OK
PSYCH 3240	PSYCH 2230 or BIONB 2220.	COURSE(PSYCH 2230) OR COURSE(BIONB 2220)	OK
PSYCH 3250	any one course in psychology or human development.	COURSE(Special requirement: one course in psychology or human development)	OK (manually corrected)
PSYCH 4670	HD 3300/PSYCH 3310 or HD 3320.	COURSE(HD 3300) OR COURSE(PSYCH 3310) OR COURSE(HD 3320)	OK
PUBPOL 2040	PUBPOL 2000.	COURSE(PUBPOL 2000)	OK (manually corrected)
PUBPOL 3015	ECON 1110.	COURSE(ECON 1110)	OK
PUBPOL 3080	PUBPOL 2000 or equivalent and PUBPOL 3100 or equivalent.	COURSE(PUBPOL 2000) AND COURSE(PUBPOL 3100)	OK (manually corrected)
PUBPOL 3190	PUBPOL 2000 or ECON 3030 (or equivalent) and PUBPOL 3100 (or an equivalent course in basic econometrics).	LPAREN COURSE(PUBPOL 2000) OR COURSE(ECON 3030) RPAREN AND COURSE(PUBPOL 3100)	OK (manually corrected)
PUBPOL 3280	Recommended prerequisite: at least one of the following GDEV 2200, HD 1150, HD 1170, HD 2180, PUBPOL 2030, PUBPOL 2100, PUBPOL 2208, PUBPOL 2300, PUBPOL 2350, PSYCH 1101, SOC 1101.	COURSE(GDEV 2200) OR COURSE(HD 1150) OR COURSE(HD 1170) OR COURSE(HD 2180) OR COURSE(PUBPOL 2030) OR COURSE(PUBPOL 2100) OR COURSE(PUBPOL 2208) OR COURSE(PUBPOL 2300) OR COURSE(PUBPOL 2350) OR COURSE(PSYCH 1101) OR COURSE(SOC 1101)	OK (manually corrected)
PUBPOL 3400	PUBPOL 2000 (or equivalent) or with instructor permission.	COURSE(PUBPOL 2000)	OK (manually corrected)
PUBPOL 3520	PUBPOL 3100 (or equivalent) and MATH 1110 (or equivalent).	COURSE(PUBPOL 3100) AND COURSE(MATH 1110)	OK (manually corrected)
PUBPOL 3560	ECON 1110 (or equivalent) or PUBPOL 5210 (or equivalent).	COURSE(ECON 1110) OR COURSE(PUBPOL 5210)	OK (manually corrected)
PUBPOL 3610	PUBPOL 2000 or ECON 3030.	COURSE(PUBPOL 2000) OR COURSE(ECON 3030)	OK (manually corrected)
PUBPOL 3670	ECON 1110.	COURSE(ECON 1110)	OK
PUBPOL 3720	PUBPOL 2300 or PUBPOL 2350 or PUBPOL 3280.	COURSE(PUBPOL 2300) OR COURSE(PUBPOL 2350) OR COURSE(PUBPOL 3280)	OK (manually corrected)
PUBPOL 4080	PUBPOL 2030.	COURSE(PUBPOL 2030)	OK (manually corrected)
PUBPOL 4390	PUBPOL 3100 or equivalent.	COURSE(PUBPOL 3100)	OK (manually corrected)
PUBPOL 4980	PUBPOL 3120.	COURSE(PUBPOL 3120)	OK (manually corrected)
PUBPOL 4990	PUBPOL 3120.	COURSE(PUBPOL 3120)	OK (manually corrected)
PUBPOL 5080	PUBPOL 2000 and PUBPOL 3100 (or equivalent).	COURSE(PUBPOL 2000) AND COURSE(PUBPOL 3100)	OK (manually corrected)
PUBPOL 5190	PUBPOL 2000 or ECON 3030 (or equivalent) and PUBPOL 3100 (or an equivalent course in basic econometrics).	LPAREN COURSE(PUBPOL 2000) OR COURSE(ECON 3030) RPAREN AND COURSE(PUBPOL 3100)	OK (manually corrected)
PUBPOL 5362	enrollment in Executive Master of Public Administration (EMPA) Program.	COURSE(Special requirement: enrollment in Executive Master of Public Administration Program)	OK (manually corrected)
PUBPOL 5390	PUPPOL 5301 and PUBPOL 5302 (or equivalent).	COURSE(PUBPOL 5301) AND COURSE(PUBPOL 5302)	OK (manually corrected)
PUBPOL 5400	PUBPOL 2000 (or equivalent) and ECON 3030 (or equivalent).	COURSE(PUBPOL 2000) AND COURSE(ECON 3030)	OK (manually corrected)
PUBPOL 5560	ECON 1110 (or equivalent) or PUBPOL 5210 (or equivalent).	COURSE(ECON 1110) OR COURSE(PUBPOL 5210)	OK (manually corrected)
PUBPOL 5630	PUBPOL 5620.	COURSE(PUBPOL 5620)	OK (manually corrected)
PUBPOL 5690	at least one statistics course.	COURSE(Special requirement: one statistics course)	OK
PUBPOL 5717	PUBPOL 5210 or ECON 3030 (or equivalent).	COURSE(PUBPOL 5210) OR COURSE(ECON 3030)	OK (manually corrected)
PUBPOL 5720	PUBPOL 2300 or PUBPOL 2350 or PUBPOL 3280.	COURSE(PUBPOL 2300) OR COURSE(PUBPOL 2350) OR COURSE(PUBPOL 3280)	OK (manually corrected)
PUBPOL 5767	enrollment in the Executive Master of Public Administration (EMPA) Program.	COURSE(Special requirement: enrollment in Executive Master of Public Administration Program)	OK (manually corrected)
PUBPOL 5823	PUBPOL 5813.	COURSE(PUBPOL 5813)	OK (manually corrected)
PUNJB 2201	PUNJB 1121 - PUNJB 1122 or equivalent.	COURSE(PUNJB 1121) AND COURSE(PUNJB 1122)	OK
REAL 5561	CRP 5560.	COURSE(CRP 5560)	OK
RELST 4021	one course in Asian religions on Buddhism.	COURSE(Special requirement: one course in Asian religions on Buddhism)	OK
RELST 4480	one 3000 level course in the humanities; some knowledge of Asian history.	COURSE(Special requirement: one 3000 level course in the humanities) AND COURSE(Special requirement: some knowledge of Asian history)	OK (manually corrected)
RUSSA 1125	for seminar 101 (non-native speakers of Russian), RUSSA 1122 or placement by department; for seminar 102 (native speakers of Russian), placement by department.	COURSE(RUSSA 1122) OR COURSE(Special requirement: native speaker placement)	OK (manually corrected)
RUSSA 2203	RUSSA 1122 and RUSSA 1104, or RUSSA 1122 with grade higher than B, or placement by department after completing RUSSA 1132 or studying Russian elsewhere.	LPAREN COURSE(RUSSA 1122) AND COURSE(RUSSA 1104) RPAREN OR COURSE(RUSSA 1122) OR COURSE(RUSSA 1132)	OK (manually corrected)
RUSSA 3303	RUSSA 2204 or equivalent.	COURSE(RUSSA 2204)	OK
RUSSA 3305	placement by department.	COURSE(Special requirement: placement by department)	OK
RUSSA 4433	four years of college Russian or equivalent.	COURSE(Special requirement: four years of college Russian)	OK
SANSK 2251	SANSK 1132 or permission of instructor.	LPAREN COURSE(SANSK 1132) RPAREN OR COURSE(Permission: permission of instructor)	OK
SANSK 3301	two years study of Sanskrit or equivalent.	COURSE(Special requirement: two years study of Sanskrit)	OK
SINHA 2201	SINHA 1122 or equivalent or permission of instructor.	LPAREN COURSE(SINHA 1122) RPAREN OR COURSE(Permission: permission of instructor)	OK
SINHA 3301	SINHA 2201 or SINHA 2202.	COURSE(SINHA 2201) OR COURSE(SINHA 2202)	OK
SINHA 4400	SINHA 3301.	COURSE(SINHA 3301)	OK
SOC 4960	SOC 4950.	COURSE(SOC 4950)	OK
SPAN 1210	students with no previous knowledge of Spanish, up to two years of high school Spanish, LPS score lower than 37.	COURSE(Special requirement: placement or no Spanish background)	OK (manually corrected)
SPAN 1230	SPAN 1120, SPAN 1220, or LPS 45-55.	COURSE(SPAN 1120) OR COURSE(SPAN 1220) OR COURSE(Special requirement: LPS 45-55)	OK
SPAN 1250	SPAN 1120, SPAN 1220, or LPS 45-55.	COURSE(SPAN 1120) OR COURSE(SPAN 1220) OR COURSE(Special requirement: LPS 45-55)	OK
SPAN 2000	LSP 56 or higher, CASE placement.	COURSE(Special requirement: LSP 56+ or CASE placement)	OK (manually corrected)
SPAN 2070	SPAN 1230, LPS 56-64, Q on CASE exam.	COURSE(SPAN 1230) AND COURSE(Special requirement: LPS 56-64) AND COURSE(Special requirement: Q on CASE exam)	OK
SPAN 2090	SPAN 1230, or LPS 56-64, or CASE Q.	COURSE(SPAN 1230) OR COURSE(Special requirement: LPS 56-64) OR COURSE(Special requirement: CASE Q)	OK
SPAN 2095	SPAN 2070, SPAN 2090, or CASE Q+.	COURSE(SPAN 2070) OR COURSE(SPAN 2090) OR COURSE(Special requirement: CASE Q+)	OK
SPAN 2140	SPAN 2095 , or CASE Q++.	COURSE(SPAN 2095) OR COURSE(Special requirement: CASE Q++)	OK
SPAN 2150	SPAN 2095, or CASE Q++.	COURSE(SPAN 2095) OR COURSE(Special requirement: CASE Q++)	OK
SPAN 2170	SPAN 2095, or CASE Q++.	COURSE(SPAN 2095) OR COURSE(Special requirement: CASE Q++)	OK
SPAN 2180	SPAN 2095 or CASE Q++ or permission of instructor required.	LPAREN COURSE(SPAN 2095) OR COURSE(Special requirement: CASE Q++) RPAREN OR COURSE(Permission: permission of instructor required)	OK
SPAN 2235	SPAN 2095 or CASE Q++ or permission of instructor required.	LPAREN COURSE(SPAN 2095) OR COURSE(Special requirement: CASE Q++) RPAREN OR COURSE(Permission: permission of instructor required)	OK
SPAN 3170	SPAN 2095, SPAN 2140, SPAN 2150, SPAN 2170, or CASE Q++.	COURSE(SPAN 2095) OR COURSE(SPAN 2140) OR COURSE(SPAN 2150) OR COURSE(SPAN 2170) OR COURSE(Special requirement: CASE Q++)	OK
SPAN 3620	SPAN 2140, SPAN 2150, SPAN 2170, or CASE Q++.	COURSE(SPAN 2140) OR COURSE(SPAN 2150) OR COURSE(SPAN 2170) OR COURSE(Special requirement: CASE Q++)	OK
STS 3020	completion at least one college-level writing course.	COURSE(Special requirement: completion at least one college-level writing course)	OK
STS 3474	ANTHR 1101.	COURSE(ANTHR 1101)	OK
STSCI 2110	AEM 2100, CRP 1200, ENGRD 2700, HADM 2010, ILRST 2100, MATH 1710, PUBPOL 2100, PUBPOL 2101, PSYCH 2500, SOC 3010, STSCI 2100, or STSCI 2150.	COURSE(AEM 2100) OR COURSE(CRP 1200) OR COURSE(ENGRD 2700) OR COURSE(HADM 2010) OR COURSE(ILRST 2100) OR COURSE(MATH 1710) OR COURSE(PUBPOL 2100) OR COURSE(PUBPOL 2101) OR COURSE(PSYCH 2500) OR COURSE(SOC 3010) OR COURSE(STSCI 2100) OR COURSE(STSCI 2150)	OK (manually corrected)
STSCI 2130	AEM 2100,CRP 1200, ENGRD 2700, HADM 2010, ILRST 2100, MATH 1710, PUBPOL 2100, PUBPOL 2101, PSYCH 2500, SOC 3010, STSCI 2100, or STSCI 2150.	COURSE(AEM 2100) OR COURSE(CRP 1200) OR COURSE(ENGRD 2700) OR COURSE(HADM 2010) OR COURSE(ILRST 2100) OR COURSE(MATH 1710) OR COURSE(PUBPOL 2100) OR COURSE(PUBPOL 2101) OR COURSE(PSYCH 2500) OR COURSE(SOC 3010) OR COURSE(STSCI 2100) OR COURSE(STSCI 2150)	OK (manually corrected)
STSCI 2200	MATH 1110 or equivalent.	COURSE(MATH 1110)	OK
STSCI 2220	STSCI 2120 or permission of instructor.	LPAREN COURSE(STSCI 2120) RPAREN OR COURSE(Permission: permission of instructor)	OK
STSCI 3080	STSCI 2150 or STSCI 2200, MATH 1120 and MATH 2220 or their equivalents.	LPAREN COURSE(STSCI 2150) OR COURSE(STSCI 2200) RPAREN AND COURSE(MATH 1120) AND COURSE(MATH 2220)	OK (manually corrected)
STSCI 3090	BTRY 3080 or permission from the instructor.	COURSE(BTRY 3080) OR COURSE(Special requirement: permission from the instructor)	OK
STSCI 3110	MATH 1106 or MATH 1110.	COURSE(MATH 1106) OR COURSE(MATH 1110)	OK
STSCI 3740	CS 1112 or equivalent, MATH 2220, STSCI 3200, STSCI 3080 or MATH 4710.	COURSE(CS 1112) AND COURSE(MATH 2220) AND COURSE(STSCI 3200) AND LPAREN COURSE(STSCI 3080) OR COURSE(MATH 4710) RPAREN	OK (manually corrected)
STSCI 3900	STSCI 2100 or PSYCH 2500 or SOC 3010 or ECON 3110 or equivalent.	COURSE(STSCI 2100) OR COURSE(PSYCH 2500) OR COURSE(SOC 3010) OR COURSE(ECON 3110)	OK
STSCI 4030	STSCI 2150 or STSCI 2200/BTRY 3010, BTRY 3080, MATH 1920, MATH 2210 or their equivalents, STSCI 3200/BTRY 3020 or BTRY 6020.	LPAREN COURSE(STSCI 2150) OR COURSE(STSCI 2200) OR COURSE(BTRY 3010) RPAREN AND COURSE(BTRY 3080) AND COURSE(MATH 1920) AND COURSE(MATH 2210) AND LPAREN COURSE(STSCI 3200) OR COURSE(BTRY 3020) OR COURSE(BTRY 6020) RPAREN	OK (manually corrected)
STSCI 4050	STSCI 3080, STSCI 3200 or equivalents.	COURSE(STSCI 3080) OR COURSE(STSCI 3200)	OK
STSCI 4060	basic programming skills (any language), one introductory Statistics course, SQL (Oracle preferred).	COURSE(Special requirement: basic programming skills) AND COURSE(Special requirement: one introductory statistics course) AND COURSE(Special requirement: SQL knowledge)	OK (manually corrected)
STSCI 4090	BTRY 3080 or MATH 4710 or equivalent and BTRY 3010 or equivalent.	LPAREN COURSE(BTRY 3080) OR COURSE(MATH 4710) RPAREN AND COURSE(BTRY 3010)	OK (manually corrected)
STSCI 4110	BTRY 3020, BTRY 6020, or equivalent with BTRY 3080 or MATH 4710 also highly recommended.	COURSE(BTRY 3020) OR COURSE(BTRY 6020)	OK (manually corrected)
STSCI 4630	engineering math through MATH 2940, ENGRD 2700 and ORIE 3500, and knowledge of R and multiple linear regression equivalent to ORIE 3120. No previous knowledge of finance required.	COURSE(MATH 2940) AND COURSE(ENGRD 2700) AND COURSE(ORIE 3500) AND COURSE(ORIE 3120)	OK (manually corrected)
STSCI 4981	STSCI 4980.	COURSE(STSCI 4980)	OK
STSCI 5030	STSCI 2150 or STSCI 2200/BTRY 3010, BTRY 3080, MATH 1920, MATH 2210 or their equivalents, STSCI 3200/BTRY 3020 or BTRY 6020.	LPAREN COURSE(STSCI 2150) OR COURSE(STSCI 2200) OR COURSE(BTRY 3010) RPAREN AND COURSE(BTRY 3080) AND COURSE(MATH 1920) AND COURSE(MATH 2210) AND LPAREN COURSE(STSCI 3200) OR COURSE(BTRY 3020) OR COURSE(BTRY 6020) RPAREN	OK (manually corrected)
STSCI 5045	STSCI 5060 (or basic SQL programming skill), and one intro statistics course.	LPAREN COURSE(STSCI 5060) OR COURSE(Special requirement: basic SQL programming skill) RPAREN AND COURSE(Special requirement: one intro statistics course)	OK (manually corrected)
STSCI 5050	STSCI 3200, STSCI 3080 or equivalents.	COURSE(STSCI 3200) OR COURSE(STSCI 3080)	OK
STSCI 5080	STSCI 2150 or STSCI 2200/BTRY 3010 or equivalent.	COURSE(STSCI 2150) OR COURSE(STSCI 2200) OR COURSE(BTRY 3010)	OK
STSCI 5090	BTRY 3080 or MATH 4710, or equivalent and STSCI 2200 or equivalent.	LPAREN COURSE(BTRY 3080) OR COURSE(MATH 4710) RPAREN AND COURSE(STSCI 2200)	OK (manually corrected)
STSCI 5110	STSCI 5200, BTRY 6010, ILRST 5100, or BTRY 5010.	COURSE(STSCI 5200) OR COURSE(BTRY 6010) OR COURSE(ILRST 5100) OR COURSE(BTRY 5010)	OK
STSCI 5160	BTRY 3020, BTRY 6020, or equivalent with BTRY 3080 or MATH 4710 also highly recommended.	COURSE(BTRY 3020) OR COURSE(BTRY 6020)	OK (manually corrected)
STSCI 5200	MATH 1110 or equivalent.	COURSE(MATH 1110)	OK
STSCI 5220	STSCI 5120 or equivalent.	COURSE(STSCI 5120)	OK
STSCI 5630	MATH 2940, ENGRD 2700, ORIE 3500, ORIE 3120.	COURSE(MATH 2940) AND COURSE(ENGRD 2700) AND COURSE(ORIE 3500) AND COURSE(ORIE 3120)	OK
STSCI 5740	CS 1112 or equivalent, MATH 2220, STSCI 3200, STSCI 3080 or MATH 4710.	COURSE(CS 1112) AND COURSE(MATH 2220) AND COURSE(STSCI 3200) AND LPAREN COURSE(STSCI 3080) OR COURSE(MATH 4710) RPAREN	OK (manually corrected)
STSCI 5981	STSCI 4980.	COURSE(STSCI 4980)	OK
STSCI 5990	multicalculus, linear algebra, and basic statistics.	COURSE(Special requirement: multicalculus) AND COURSE(Special requirement: linear algebra) AND COURSE(Special requirement: basic statistics)	OK
SWAHL 1101	SWAHL 1100.	COURSE(SWAHL 1100)	OK
SWED 2030	SWED 1220 or equivalent.	COURSE(SWED 1220)	OK
SYSEN 5100	Prerequisite or corequisite: enrollment in group-based project with strong system design component approved by course instructor.	COURSE(Special requirement: enrollment in group-based project with strong system design component approved by course instructor)	OK
SYSEN 5210	CEE 3040 or ENGRD 2700, CEE 3230 or ENMGT 5940.	LPAREN COURSE(CEE 3040) OR COURSE(ENGRD 2700) RPAREN AND LPAREN COURSE(CEE 3230) OR COURSE(ENMGT 5940) RPAREN	OK (manually corrected)
SYSEN 5300	ENGRD 2700 or CEE 3040, SYSEN 5100, or permission of instructor.	LPAREN COURSE(ENGRD 2700) OR COURSE(CEE 3040) OR COURSE(SYSEN 5100) RPAREN OR COURSE(Permission: permission of instructor)	OK
SYSEN 5800	MATH 2220 and MATH 2940.	COURSE(MATH 2220) AND COURSE(MATH 2940)	OK
TAG 2201	TAG 1122 or equivalent.	COURSE(TAG 1122)	OK
TAG 3301	TAG 2202 or equivalent.	COURSE(TAG 2202)	OK
TAMIL 2201	TAMIL 1121-TAMIL 1122 or equivalent.	COURSE(TAMIL 1121) AND COURSE(TAMIL 1122)	OK
TELU 2201	TELU 1122 or placement exam.	COURSE(TELU 1122) OR COURSE(Special requirement: placement exam)	OK
THAI 2201	placement by instructor.	COURSE(Special requirement: placement by instructor)	OK
THAI 3301	placement by instructor.	COURSE(Special requirement: placement by instructor)	OK
THAI 3303	placement by instructor.	COURSE(Special requirement: placement by instructor)	OK
TIBET 2201	TIBET 1122 or equivalent.	COURSE(TIBET 1122)	OK
TIBET 2211	TIBET 1112 or equivalent.	COURSE(TIBET 1112)	OK
TIBET 3301	TIBET 2202  or equivalent.	COURSE(TIBET 2202)	OK
TIBET 3311	TIBET 2212 or equivalent.	COURSE(TIBET 2212)	OK
TURK 1332	one year (two semesters) elementary Turkish or permission of instructor.	COURSE(Special requirement: one year elementary Turkish) OR COURSE(Permission: permission of instructor)	OK (manually corrected)
URDU 2225	URDU 1125.	COURSE(URDU 1125)	OK
URDU 3325	intermediate Urdu or same level of written and oral proficiency.	COURSE(Special requirement: intermediate Urdu or equivalent proficiency)	OK (manually corrected)
VIEN 2000	VIEN 1104.	COURSE(VIEN 1104)	OK
VIEN 2204	VIEN 1104, college-level general chemistry and general biology (at least one of each).	COURSE(VIEN 1104) AND COURSE(Special requirement: college-level general chemistry) AND COURSE(Special requirement: general biology)	OK (manually corrected)
VIEN 2205	VIEN 1105. Prerequisite or Corequisite: VIEN 2204.	COURSE(VIEN 1105)	OK
VIEN 2310	introductory biology and chemistry, or permission of instructor.	LPAREN COURSE(Special requirement: introductory biology) AND COURSE(Special requirement: chemistry) RPAREN OR COURSE(Permission: permission of instructor)	OK
VIEN 3610	VIEN 1104, VIEN 2204 (or concurrent enrollment), one semester of introductory biology, and one semester of introductory chemistry.	COURSE(VIEN 1104) AND COURSE(VIEN 2204) AND COURSE(Special requirement: one semester introductory biology) AND COURSE(Special requirement: one semester introductory chemistry)	OK (manually corrected)
VIEN 4310	VIEN 2204 and VIEN 2205/FDSC 2205.	COURSE(VIEN 2204) AND LPAREN COURSE(VIEN 2205) OR COURSE(FDSC 2205) RPAREN	OK (manually corrected)
VIEN 4400	at least one semester of general chemistry and one semester of organic chemistry. Recommended prerequisite: prior course work in or knowledge of viticulture and enology.	COURSE(Special requirement: one semester of general chemistry) AND COURSE(Special requirement: one semester of organic chemistry)	OK (manually corrected)
VIEN 4500	VIEN 2204, VIEN 2205, VIEN 2400, and BIOMI 2900, or permission of instructor.	LPAREN COURSE(VIEN 2204) AND COURSE(VIEN 2205) AND COURSE(VIEN 2400) AND COURSE(BIOMI 2900) RPAREN OR COURSE(Permission: permission of instructor)	OK
VIEN 4510	Prerequisite or corequisite: FDSC 4500/VIEN 4500.	COURSE(FDSC 4500) OR COURSE(VIEN 4500)	OK
VIEN 5000	VIEN 1104.	COURSE(VIEN 1104)	OK
VIEN 5204	college level biology course, college level chemistry course and VIEN 1104.	COURSE(Special requirement: college level biology course) AND COURSE(Special requirement: college level chemistry course) AND COURSE(VIEN 1104)	OK
VIEN 5310	introductory biology and chemistry, or permission of instructor.	LPAREN COURSE(Special requirement: introductory biology) AND COURSE(Special requirement: chemistry) RPAREN OR COURSE(Permission: permission of instructor)	OK
VIEN 5500	VIEN 2204, VIEN 2205, VIEN 2400, and BIOMI 2900, or permission of instructor.	LPAREN COURSE(VIEN 2204) AND COURSE(VIEN 2205) AND COURSE(VIEN 2400) AND COURSE(BIOMI 2900) RPAREN OR COURSE(Permission: permission of instructor)	OK
VIEN 5510	Prerequisite or corequisite: FDSC 5500/VIEN 5500.	COURSE(FDSC 5500) OR COURSE(VIEN 5500)	OK
VIEN 5610	VIEN 1104 , VIEN 2204  (or concurrent enrollment), one semester of introductory biology, and one semester of introductory chemistry.	COURSE(VIEN 1104) AND COURSE(VIEN 2204) AND COURSE(Special requirement: one semester introductory biology) AND COURSE(Special requirement: one semester introductory chemistry)	OK (manually corrected)
VIET 2201	VIET 1122 with a grade of B or above or equivalent as determined by instructor through placement test.	COURSE(VIET 1122) OR COURSE(Special requirement: placement by instructor)	OK (manually corrected)
VTBMS 3460	BIOG 1500 and BIOG 1440 or BIOG 1445 or one year of college biology, one year of chemistry and mathematics or equivalent AP credit.	COURSE(BIOG 1500) AND LPAREN COURSE(BIOG 1440) OR COURSE(BIOG 1445) RPAREN	OK (manually corrected)
VTMED 5200	VTMED 5100.	COURSE(VTMED 5100)	OK
VTMED 5310	VTMED 5300.	COURSE(VTMED 5300)	OK
VTMED 5400	VTMED 5310.	COURSE(VTMED 5310)	OK
VTMED 5510	VTMED 5500.	COURSE(VTMED 5500)	OK
VTMED 5600	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5601	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5602	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5603	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5604	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5605	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5606	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5607	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5608	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5609	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5610	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5611	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5613	VTMED 5520.	COURSE(VTMED 5520)	OK
VTMED 5704	VTMED 5703.	COURSE(VTMED 5703)	OK
VTMED 5706	VTMED 5705.	COURSE(VTMED 5705)	OK
VTPMD 2990	one year of basic biology (score of 5 on Biology Advanced Placement Examination of College Entrance Examination Board or BIOG 1000 level) or permission of instructor.	COURSE(Special: one year of basic biology) OR COURSE(Permission: permission of instructor)	OK (manually corrected)
WOLOF 2118	WOLOF 1118 or permission of instructor.	LPAREN COURSE(WOLOF 1118) RPAREN OR COURSE(Permission: permission of instructor)	OK
WOLOF 3113	WOLOF 2119 or equivalent.	COURSE(WOLOF 2119)	OK
YORUB 2110	YORUB 1109.	COURSE(YORUB 1109)	OK
ZULU 2116	ZULU 1116 or permission of instructor.	LPAREN COURSE(ZULU 1116) RPAREN OR COURSE(Permission: permission of instructor)	OK
ZULU 3113	ZULU 2117 or permission of instructor.	LPAREN COURSE(ZULU 2117) RPAREN OR COURSE(Permission: permission of instructor)	OK
